INSTITUICAO_ENSINO_ALUNO_2020;NOME;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
Escola Pública;ALUNO-561;13;1;3F;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;6;8;1;8;7;10;3;G;Escola Pública;Veterano;Quartzo;5;8;1;8;4;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5;5;Nível 5 (1o EM);-2;3;I;20190;Não;6;730;104;4;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;6;6;6;5;7;6;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7;2;Fase 6 (2º EM)
Escola Pública;ALUNO-562;9;1;2L;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;10;8;6;9;9;10;2;L;Rede Decisão;Veterano;Topázio;8;8;8;8;9;9;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;3;K;20190;Sim;8;157;24;5;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;8;8;8;8;9;7;4;7;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;7;10;Fase 2 (5º e 6º ano)
;ALUNO-563;;;;;;;;;;;;;;;;;;0;T;Escola Pública;Ingressante;Topázio;8;10;10;8;7;8;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;Sim;10;5;Nível 1 (4o ano);-1;1;P;20210;Não;7;477;124;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;8;6;5;7;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-564;13;1;3A;Não;7;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;4;5;9;8;7;10;4;E;Escola Pública;Ingressante;Ágata;6;10;4;8;3;7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;5;10;Nível 4 (9o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-565;;;;;;;;;;;;;;;;;;1;N;Escola Pública;Ingressante;Topázio;8;10;9;8;6;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;10;10;Nível 1 (4o ano);0;1;M;20210;Não;8;273;71;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;8;8;10;6;;3;6;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;5;Fase 2 (5º e 6º ano)
;ALUNO-566;;;;;;;;;;;;;;;;;;5;B;Escola Pública;Ingressante;Ametista;8;9;8;8;8;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;8;10;Nível 5 (1o EM);0;6;A;20210;Não;8;270;9;9;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;6;8;8;8;4;10;4;7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7;10;Fase 6 (2º EM)
;ALUNO-567;;;;;;;;;;;;;;;;;;0;Q;Escola Pública;Ingressante;Ágata;7;8;6;8;5;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7;10;ALFA  (2o e 3o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-568;15;3;3F;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;10;8;7;8;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-569;8;0;0B;Sim;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;10;8;10;8;9;10;1;B;Escola Pública;Ingressante;Topázio;9;10;10;8;7;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;9;10;Nível 1 (4o ano);0;1;B;20200;Não;8;75;16;3;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;10;8;10;10;10;;3;6;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;;Sim;Não;8;5;Fase 2 (5º e 6º ano)
Rede Decisão/União;ALUNO-57;16;2;6B;Não;7;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;7;6;6;8;8;10;7;A;Rede Decisão;Veterano;Ametista;7;8;7;6;6;8;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;7;10;Nível 7 (3o EM);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-570;11;1;1R;Não;8;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;6;8;10;8;8;5;1;R;Escola Pública;Veterano;Quartzo;5;10;3;8;2;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5;5;Nível 3 (7o e 8o ano);-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-571;;;;;;;;;;;;;;;;;;3;D;Escola Pública;Ingressante;Ametista;7;7;7;8;8;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 4 (9o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-572;;;;;;;;;;;;;;;;;;0;Q;Escola Pública;Ingressante;Topázio;9;8;10;8;7;8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;10;10;ALFA  (2o e 3o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;O;20220;Não;8;306;88;5;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;6;6;7;;2;6;Promovido de Fase;Promovido de Fase;;;Não;Sim;8;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-574;16;1;5G;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;8;7;8;8;7;5;6;C;Escola Pública;Veterano;Ametista;7;9;9;8;6;8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;8;5;Nível 7 (3o EM);-1;7;A;20190;Não;8;113;1;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;7;6;6;9;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Sim;Sim;10;5;Fase 8 (Universitários)
;ALUNO-575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;O;20220;Não;7;480;136;10;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;6;6;6;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 1 (4º ano)
;ALUNO-576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;H;20220;Não;7;492;140;5;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;4;6;3;;2;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;10;ALFA  (2º e 3º ano)
Escola Pública;ALUNO-577;10;1;1K;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;5;8;0;7;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-578;;;;;;;;;;;;;;;;;;0;Q;Escola Pública;Ingressante;Ametista;7;8;7;8;5;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9;10;ALFA  (2o e 3o ano);0;0;E;20210;Não;7;338;98;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;7;6;7;;2;6;Promovido de Fase;Promovido de Fase;;;Não;Não;8;5;Fase 1 (4º ano)
Escola Pública;ALUNO-579;10;3;2H;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;8;6;6;5;9;10;2;H;Escola Pública;Veterano;Ametista;7;8;6;8;5;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 2 (5o e 6o ano);0;2;I;20170;Não;8;291;44;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;8;6;8;8;8;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 3 (7º e 8º ano)
;ALUNO-58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;M;20220;Não;7;386;45;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;8;8;7;5;8;8;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;7;5;Fase 4 (9º ano)
;ALUNO-580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;D;20220;Não;8;278;74;9;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;10;8;6;5;8;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-581;16;2;4B;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;2;8;0;8;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;U;20220;Não;7;405;105;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;9;8;6;5;8;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-583;14;1;4E;Não;7;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7;6;7;8;8;7;10;4;A;Escola Pública;Veterano;Ágata;7;7;6;8;6;8;Promovido de Fase;Mantido na Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não;8;5;Nível 5 (1o EM);-1;5;A;20190;Não;5;791;54;11;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6;7;6;4;4;6;3;3;4;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;;Não;Não;6;5;Fase 6 (2º EM)
;ALUNO-584;;;;;;;;;;;;;;;;;;1;C;Escola Pública;Ingressante;Ametista;7;9;9;8;3;8;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;9;5;Nível 2 (5o e 6o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-585;15;2;1E;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8;4;6;5;8;2;2;F;Escola Pública;Veterano;Quartzo;3;0;1;4;0;7;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;5;2;Nível 5 (1o EM);-3;2;J;20180;Não;6;790;148;7;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;5;5;5;5;4;;3;4;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;7;2;Fase 6 (2º EM)
Escola Pública;ALUNO-586;10;0;1K;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8;8;10;7;8;5;1;J;Escola Pública;Veterano;Ametista;8;8;10;8;7;8;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;9;5;Nível 2 (5o e 6o ano);-1;2;K;20200;Não;7;334;50;4;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;6;6;6;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 3 (7º e 8º ano)
;ALUNO-587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;D;20220;Não;6;655;172;9;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;8;6;6;6;6;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 1 (4º ano)
Escola Pública;ALUNO-588;8;1;0E;Não;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;10;8;8;8;8;10;1;E;Escola Pública;Veterano;Topázio;9;10;10;8;8;9;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;9;10;Nível 1 (4o ano);0;1;F;20190;Não;7;390;101;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;6;7;7;7;;2;6;Mantido na Fase atual;Promovido de Fase;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-589;11;1;1J;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;8;8;8;5;8;5;1;R;Escola Pública;Veterano;Ametista;7;7;8;8;6;8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8;5;Nível 3 (7o e 8o ano);-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-59;13;0;3E;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;4;8;6;7;6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;H;20220;Não;8;225;61;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;8;8;8;9;7;;2;5;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7;10;ALFA  (2º e 3º ano)
;ALUNO-591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;R;20220;Não;8;98;22;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;10;8;8;7;8;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8;10;Fase 1 (4º ano)
;ALUNO-592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;L;20220;Não;4;859;148;11;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;3;5;1;1;2;0;4;4;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;4;2;Fase 7 (3º EM)
;ALUNO-593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;L;20220;Não;6;685;41;9;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;7;8;5;6;8;0;4;7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;6;5;Fase 7 (3º EM)
Escola Pública;ALUNO-594;11;0;1K;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9;7;9;7;8;5;1;C;Escola Pública;Veterano;Ametista;7;10;9;8;5;8;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 3 (7o e 8o ano);-2;1;M;20200;Não;8;108;23;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;9;9;9;;3;6;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Sim;9;5;Fase 3 (7º e 8º ano)
;ALUNO-595;;;;;;;;;;;;;;;;;;0;S;Escola Pública;Ingressante;Topázio;9;10;10;8;7;8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;10;10;ALFA  (2o e 3o ano);0;1;L;20210;Não;8;231;60;7;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;6;5;6;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;10;ALFA  (2º e 3º ano)
;ALUNO-596;;;;;;;;;;;;;;;;;;1;N;Escola Pública;Ingressante;Ágata;6;10;7;8;3;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 2 (5o e 6o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-597;17;1;7B;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6;4;6;6;6;6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-598;16;1;4E;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;7;8;2;7;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNISA;ALUNO-599;18;1;8A;;7;C;Ágata;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;8;0;7;8;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;K;20220;Não;8;221;35;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;6;3;8;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;10;Fase 2 (5º e 6º ano)
Rede Decisão/União;ALUNO-60;17;4;5F;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;10;7;7;8;8;5;6;C;Rede Decisão;Veterano;Ametista;7;8;8;7;6;7;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;8;5;Nível 8 (Universitários);-2;7;A;20160;Não;6;753;18;10;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;4;6;4;3;3;6;4;8;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Sim;Não;7;5;Fase 8 (Universitários)
;ALUNO-600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;F;20220;Não;7;572;160;7;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;5;7;8;7;;2;4;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-601;16;1;6B;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0;5;7;3;7;7;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-602;11;1;0D;Não;6;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;3;9;4;8;8;3;5;1;E;Escola Pública;Ingressante;Quartzo;5;0;5;8;2;8;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 3 (7o e 8o ano);-2;1;H;20190;Não;5;822;188;10;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;4;5;2;2;2;;2;4;Promovido de Fase;Promovido de Fase;;;Não;Não;7;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-603;13;2;1R;Não;6;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6;8;5;3;6;8;5;1;R;Escola Pública;Veterano;Ágata;6;0;9;3;3;8;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 3 (7o e 8o ano);-2;2;Q;20180;Não;6;779;145;12;Quartzo;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;9;5;2;0;5;;3;3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;5;5;Fase 4 (9º ano)
